Seismic Force–Resisting System ,"Response
Reduction
Factor, R","System
Overstrength
Factor, Ω","Deflection
Amplification
Factor, Cd","Seismic Design
Category (B) 
Height Limit (m)","Seismic Design
Category (C) 
Height Limit (m)","Seismic Design
Category (D) 
Height Limit (m)"
"F: DUAL SHEAR WALLFRAME SYSTEM:
ORDINARY REINFORCED CONCRETE 
MOMENT FRAMES AND ORDINARY 
REINFORCED CONCRETE SHEAR WALLS",4.5,2.5,4,,,
